"Gene_ID","Gene_Symbol","Gene_Type","Chromosome","Strand","Length","Expression_Level","Log2FC","P_value","Condition","Time_Point","Replicate","Sample_Quality","Batch","Adjusted_P_value"
"ENSG69350","Gene_D","protein_coding","1","-",66958,54.5181452748882,-2.79012302931456,0.0678072789218277,"treatment_B","24h",2,"high",1,0.0981180348078445
"ENSG08176","Gene_D","protein_coding","15","+",43984,83.4128021186792,4.4583907343244,0.0891188960522413,"treatment_A","24h",3,"high",2,0.0984206660563177
"ENSG94119","Gene_D","protein_coding","8","-",87033,91.324362542407,2.28984775409562,0.0425430547446013,"treatment_A","48h",3,"high",4,0.0932331789079883
"ENSG76369","Gene_D","miRNA","11","+",64998,108.239142729858,-0.126868336635464,0.0974478436633945,"treatment_A","48h",1,"high",4,0.0991022178780927
"ENSG17746","Gene_D","protein_coding","13","-",27693,69.0239796236626,1.43237104507266,0.0496029638219625,"treatment_A","12h",3,"low",2,0.0932331789079883
"ENSG53873","Gene_D","pseudogene","10","-",43636,44.4097296697066,1.36290406574701,0.0095286762341857,"control","0h",3,"high",3,0.0894574145444066
"ENSG29133","Gene_D","lncRNA","20","+",46731,58.2688113320465,0.380540597727728,0.0858028237009421,"control","0h",1,"high",2,0.0984206660563177
"ENSG00031","Gene_D","protein_coding","13","-",65035,55.5203690564102,2.40213609231577,0.0895355146611109,"control","24h",3,"high",3,0.0984206660563177
"ENSG07588","Gene_D","lncRNA","9","-",64130,68.469398216266,-0.140165577131731,0.00983558837324381,"control","12h",3,"high",1,0.0894574145444066
"ENSG04620","Gene_D","protein_coding","5","-",49644,36.2712075795564,0.892107811472483,0.0545081502059475,"treatment_A","24h",3,"high",2,0.0947961173508139
"ENSG45980","Gene_D","miRNA","3","+",59552,52.7978729074465,2.6758067193496,0.0576845627045259,"treatment_B","48h",3,"high",3,0.0950322285082799
"ENSG68783","Gene_D","other","9","+",37961,11.2626289892198,-3.00771602420543,0.0510672241915017,"treatment_A","12h",1,"high",4,0.0933587279552134
"ENSG51573","Gene_D","protein_coding","20","+",26680,92.0021967956146,-3.37076241781364,0.0650429450208321,"control","48h",2,"high",2,0.0969123137355954
"ENSG89552","Gene_D","protein_coding","1","+",34804,68.2799042371245,2.62419536710479,0.0523307673865929,"control","0h",3,"high",1,0.0943129012143021
"ENSG70778","Gene_D","protein_coding","9","-",18116,121.126340058196,1.97939191495742,0.0823407547082752,"control","12h",2,"high",4,0.0984206660563177
"ENSG11667","Gene_D","protein_coding","6","-",19881,42.9504353863803,0.613349947203037,0.0676219696411863,"treatment_B","48h",1,"high",1,0.0980570417680386
"ENSG33027","Gene_D","lncRNA","10","-",90194,25.8310986126997,-0.478640541664941,0.00738557199947536,"treatment_A","0h",3,"high",2,0.0894574145444066
"ENSG87905","Gene_D","protein_coding","6","+",33228,114.879774872056,1.42386778422159,0.0540904885157943,"control","12h",3,"high",2,0.0947591579957962
"ENSG70945","Gene_D","protein_coding","11","-",58581,78.6114767686062,-3.31681532628722,0.035592830600217,"treatment_A","0h",2,"high",2,0.0932331789079883
"ENSG91467","Gene_D","protein_coding","4","+",84349,22.2845715080979,-0.84269786836499,0.0194641917012632,"treatment_A","0h",1,"low",2,0.0894574145444066
"ENSG76792","Gene_E","protein_coding","11","+",33432,96.1071479075697,-1.81029826309191,0.0736769632203504,"treatment_B","48h",3,"medium",3,0.0984206660563177
"ENSG89436","Gene_E","lncRNA","12","+",27275,33.4251459439355,4.44534066712325,0.0554919281508774,"control","0h",1,"high",1,0.0947961173508139
"ENSG02450","Gene_E","protein_coding","16","-",77430,87.0765267986562,-2.2163606045199,0.00832312072161585,"treatment_B","12h",2,"high",1,0.0894574145444066
"ENSG44500","Gene_E","protein_coding","21","-",25957,106.46428890838,-1.61284704444491,0.0809087771223858,"treatment_B","48h",3,"high",1,0.0984206660563177
"ENSG01673","Gene_E","protein_coding","18","-",83322,74.1808843097045,-2.147629521012,0.0934995740884915,"treatment_B","48h",3,"medium",4,0.0984206660563177
"ENSG19851","Gene_E","protein_coding","2","+",53717,93.003896088078,-3.54580221643787,0.0406751438509673,"treatment_B","12h",2,"high",3,0.0932331789079883
"ENSG48434","Gene_E","miRNA","18","-",26266,82.1638431740805,0.155633800666407,0.0172548927366734,"treatment_A","24h",1,"high",3,0.0894574145444066
"ENSG83529","Gene_E","protein_coding","8","+",31606,57.5773450002551,1.7358817032225,0.0110396794043481,"treatment_B","0h",3,"high",3,0.0894574145444066
"ENSG06007","Gene_E","protein_coding","5","-",14361,48.4939772996507,-0.293274330579547,0.0416382422670722,"treatment_A","48h",2,"high",4,0.0932331789079883
"ENSG83680","Gene_E","other","9","-",70041,62.318333261509,4.31088501598859,0.0049338388023898,"control","0h",3,"high",4,0.0894574145444066
"ENSG55992","Gene_E","protein_coding","3","-",1104,80.454562082068,-3.57004790598313,0.0882921376032755,"treatment_B","24h",2,"high",2,0.0984206660563177
"ENSG90779","Gene_E","other","6","+",64566,54.3689340058645,0.346911748263877,0.0733261008979753,"control","48h",1,"medium",1,0.0984206660563177
"ENSG78967","Gene_E","other","14","-",51826,58.5960142577276,-0.31653197660233,0.0863021556288004,"treatment_B","24h",3,"high",1,0.0984206660563177
"ENSG66596","Gene_E","protein_coding","5","-",49312,81.3867293846172,3.04665682454852,0.0474516448331997,"treatment_B","24h",1,"high",3,0.0932331789079883
"ENSG60906","Gene_E","miRNA","2","-",1829,60.6081504674556,0.262933549914518,0.0050259328680113,"control","24h",3,"high",1,0.0894574145444066
"ENSG78715","Gene_E","lncRNA","9","-",31739,25.4622277761332,-2.02230322375635,0.027650922909379,"control","48h",3,"high",1,0.0915047455972473
"ENSG93289","Gene_E","other","4","-",53122,58.7101529725397,0.59249849640188,0.0857942138100043,"control","24h",3,"high",4,0.0984206660563177
"ENSG46468","Gene_E","protein_coding","21","-",30581,134.183959452003,-0.252688952686669,0.0589245040901005,"treatment_A","48h",3,"high",2,0.0951467783400609
"ENSG01204","Gene_E","protein_coding","12","-",64840,74.7478571898393,0.476303137603166,0.0196659222943708,"treatment_B","12h",1,"high",1,0.0894574145444066
"ENSG97653","Gene_E","pseudogene","1","-",59300,41.6471419845824,-2.79961919090261,0.0243216607253999,"treatment_B","12h",2,"high",3,0.0894574145444066
"ENSG53272","Gene_E","protein_coding","1","-",91199,91.0064844802255,1.24998540501727,0.0267101184464991,"treatment_A","0h",2,"medium",3,0.0915047455972473
"ENSG24111","Gene_E","miRNA","18","+",30349,75.7253757809926,3.51647371768422,0.0467176805483177,"control","48h",1,"high",1,0.0932331789079883
"ENSG75455","Gene_E","protein_coding","12","-",78208,73.7218005222268,-0.530076579289522,0.0652064560446888,"treatment_B","12h",2,"high",1,0.0969123137355954
"ENSG43694","Gene_E","protein_coding","11","+",44131,90.9418610027138,2.20822308417904,0.0612513483501971,"control","48h",3,"high",2,0.0953643305392278
"ENSG03984","Gene_E","miRNA","12","-",40591,40.891370435733,2.79759855798771,0.0153803773690015,"treatment_B","12h",3,"medium",1,0.0894574145444066
"ENSG07880","Gene_E","lncRNA","11","-",17255,36.8821818693011,1.90756479756012,0.00207303566858172,"control","12h",3,"medium",3,0.0894574145444066
"ENSG57722","Gene_E","protein_coding","15","+",27757,60.7912423645322,-1.41399125741885,0.0164828864624724,"treatment_B","24h",2,"high",4,0.0894574145444066
"ENSG22119","Gene_E","protein_coding","X","-",12560,114.959178158331,-4.95340475394226,0.0162478969432414,"treatment_A","48h",1,"high",3,0.0894574145444066
"ENSG67632","Gene_E","miRNA","5","-",88971,80.9017961927185,1.91122630901286,0.0151397609617561,"treatment_A","24h",2,"high",3,0.0894574145444066
"ENSG86409","Gene_E","protein_coding","X","+",71794,41.0494344690993,-0.628239751535993,0.00931445623282343,"treatment_B","48h",3,"high",1,0.0894574145444066
"ENSG52523","Gene_E","protein_coding","21","+",73571,80.5818149338447,-0.147731075336802,0.0925927420845255,"treatment_A","24h",1,"medium",4,0.0984206660563177
"ENSG53918","Gene_E","protein_coding","20","-",26372,88.2802653704222,-0.279737931977934,0.0107986034126952,"control","0h",2,"high",4,0.0894574145444066
"ENSG24522","Gene_E","protein_coding","18","+",89328,32.4865643383261,0.0671637377213995,0.0264074627775699,"control","12h",3,"medium",3,0.0915047455972473
"ENSG06333","Gene_E","protein_coding","21","-",18606,82.5434113345905,-2.48063541640039,0.0939728937111795,"treatment_B","24h",1,"high",3,0.0984206660563177
"ENSG68430","Gene_E","protein_coding","3","-",80921,62.358954715465,0.146691037855304,0.00956363517325372,"control","12h",1,"high",4,0.0894574145444066
"ENSG90232","Gene_E","lncRNA","19","-",28660,13.9900066425507,-0.65593689456108,0.0881715083261952,"control","24h",1,"high",1,0.0984206660563177
"ENSG89419","Gene_E","protein_coding","22","-",58121,96.7086998931567,1.00529994824524,0.00266922870650887,"control","24h",3,"low",1,0.0894574145444066
"ENSG55737","Gene_E","protein_coding","17","+",24609,59.2095576341965,-3.86234044147486,0.0777666342910379,"control","0h",3,"high",3,0.0984206660563177
"ENSG19955","Gene_E","lncRNA","15","-",73070,19.9832435135645,-2.52948586463231,0.0215563349192962,"treatment_A","0h",3,"low",4,0.0894574145444066
"ENSG55368","Gene_E","protein_coding","3","-",75876,138.820614317152,0.0465457735919895,0.0355399455875158,"control","0h",3,"high",3,0.0932331789079883
"ENSG47818","Gene_E","miRNA","5","-",68011,66.0550736854548,-0.280814627152491,0.0238761423621327,"control","24h",2,"high",3,0.0894574145444066
"ENSG14417","Gene_E","lncRNA","18","-",69392,73.4135690823989,-0.438892054155695,0.0881898065563291,"treatment_A","0h",2,"high",4,0.0984206660563177
"ENSG49286","Gene_E","protein_coding","Y","+",15903,79.493241933995,2.7593271931587,0.0163626745576039,"treatment_A","12h",2,"high",3,0.0894574145444066
"ENSG92916","Gene_E","protein_coding","10","-",11776,3.00138244197745,-0.55889887217982,0.0111015768256038,"treatment_B","24h",1,"high",3,0.0894574145444066
"ENSG25244","Gene_E","lncRNA","5","-",74745,37.1225049463273,-0.5896807154771,0.0934193012770265,"treatment_A","48h",1,"high",2,0.0984206660563177
"ENSG05596","Gene_E","miRNA","3","+",66197,20.6451314394241,-1.99031509106239,0.00229683734942228,"control","0h",1,"high",2,0.0894574145444066
"ENSG40276","Gene_E","protein_coding","8","+",95106,60.5446536001493,-1.18438022279948,0.0961573886219412,"treatment_B","12h",2,"high",1,0.0988256820369386
"ENSG60101","Gene_E","miRNA","21","-",10726,55.5218257257323,2.25195873225252,0.000123478448949754,"control","0h",1,"high",1,0.0389987509697676
"ENSG37167","Gene_E","miRNA","11","-",75416,60.5786804800046,3.64208972926915,0.0771424470469356,"control","0h",3,"low",2,0.0984206660563177
"ENSG69232","Gene_E","protein_coding","13","+",21292,77.0927884316558,3.22740128021356,0.0589910025708377,"treatment_A","24h",1,"low",1,0.0951467783400609
"ENSG22974","Gene_F","protein_coding","19","-",59970,32.1763451566711,-1.36762079313705,0.0825827731285244,"treatment_B","0h",2,"high",1,0.0984206660563177
"ENSG52851","Gene_F","protein_coding","4","+",94440,92.377144937016,2.19044895760383,0.0514546440215781,"treatment_B","48h",1,"high",3,0.0936407695416415
"ENSG04913","Gene_F","other","20","-",70477,34.7884102718589,-2.67594846530963,0.0551451202016324,"control","12h",1,"medium",4,0.0947961173508139
"ENSG10301","Gene_F","protein_coding","17","-",42152,11.7937316435192,-1.68489570272045,0.0214737173868343,"control","12h",3,"high",2,0.0894574145444066
"ENSG76908","Gene_F","protein_coding","4","-",93735,33.1144783859983,0.6288220842676,0.0950035349233076,"treatment_A","24h",1,"low",3,0.0987403032295906
"ENSG99701","Gene_F","protein_coding","X","-",25941,98.7301650267777,3.88109579237288,0.0687635253416374,"treatment_B","12h",1,"medium",1,0.0983535725489196
"ENSG18547","Gene_F","lncRNA","16","-",53937,55.797940706647,0.134972944581409,0.077247631107457,"treatment_B","0h",3,"high",1,0.0984206660563177
"ENSG78774","Gene_F","protein_coding","9","-",93383,51.3340208731304,2.08885984865024,0.0516897047869861,"treatment_A","48h",2,"high",2,0.0936407695416415
"ENSG29370","Gene_F","protein_coding","14","-",2867,37.0593601135583,-0.144084690707266,0.0938293184619397,"control","12h",1,"high",3,0.0984206660563177
"ENSG46843","Gene_F","other","11","-",26375,62.0129302657481,0.0135834086796537,0.0381113150389865,"control","0h",2,"medium",2,0.0932331789079883
"ENSG58102","Gene_F","protein_coding","22","-",55985,92.0276526450209,0.834040042400265,0.0477405035402626,"treatment_B","12h",1,"high",2,0.0932331789079883
"ENSG36086","Gene_F","miRNA","5","-",40795,46.3183647546142,3.24180883491008,0.0898707553977147,"treatment_A","24h",1,"medium",1,0.0984206660563177
"ENSG76723","Gene_F","miRNA","11","+",56837,34.9124481847316,-1.56709611623321,0.0574285215232521,"control","0h",1,"medium",3,0.094830177466173
"ENSG82171","Gene_F","protein_coding","12","+",29370,32.2745926141926,-0.497093454554271,0.0925059057306498,"control","0h",3,"low",4,0.0984206660563177
"ENSG09182","Gene_F","protein_coding","6","+",90439,57.7467424915812,0.633006947088612,0.0407085908576846,"treatment_A","12h",1,"high",3,0.0932331789079883
"ENSG71848","Gene_F","protein_coding","3","-",27198,63.8039156177546,0.145341680508053,0.085139274224639,"control","0h",2,"medium",2,0.0984206660563177
"ENSG88852","Gene_F","protein_coding","15","+",26810,46.9568914834957,-2.45934921534461,0.0843668594490737,"control","48h",1,"high",4,0.0984206660563177
"ENSG82585","Gene_F","miRNA","14","-",51886,28.8409129318428,-0.244147401437244,0.072460965369828,"treatment_B","12h",2,"low",2,0.0984206660563177
"ENSG56519","Gene_F","protein_coding","17","-",8188,107.012390194584,1.37216513599811,0.0269600819330662,"control","48h",2,"high",1,0.0915047455972473
"ENSG24671","Gene_F","other","7","+",73211,39.4668468071319,-0.359925693580642,0.0158300942508504,"treatment_A","24h",2,"high",3,0.0894574145444066
"ENSG93648","Gene_F","protein_coding","1","+",88933,85.3275646669637,0.177286663480173,0.0695273180026561,"treatment_B","0h",1,"high",2,0.0983535725489196
"ENSG34134","Gene_F","protein_coding","18","-",85005,82.7791843060307,-2.65839672237156,0.0401940894080326,"treatment_A","48h",1,"high",3,0.0932331789079883
"ENSG47800","Gene_F","protein_coding","3","-",66684,88.1724231746183,-0.906999810851663,0.033429377595894,"control","0h",1,"low",4,0.0932331789079883
"ENSG25196","Gene_F","protein_coding","9","-",78548,60.2509721396204,-1.59372067428372,0.0482290559681132,"treatment_A","24h",1,"medium",3,0.0932331789079883
"ENSG65778","Gene_F","protein_coding","11","+",44015,92.1974956098734,0.599964431270797,0.0144707121187821,"treatment_B","48h",3,"medium",4,0.0894574145444066
"ENSG07071","Gene_F","protein_coding","20","+",61505,79.3081260276487,-0.820048762453088,0.055945428670384,"treatment_A","24h",2,"high",4,0.094822760458278
"ENSG40160","Gene_F","miRNA","17","-",86850,74.0775718525687,-1.06123898286674,0.0379118965240195,"treatment_B","12h",2,"medium",4,0.0932331789079883
"ENSG01498","Gene_F","lncRNA","X","-",95331,52.8602868683458,1.76178679087292,0.0868198006181046,"treatment_A","48h",3,"high",2,0.0984206660563177
"ENSG57337","Gene_F","protein_coding","15","-",74654,53.830951247254,-0.0156634355302328,0.0746461388189346,"treatment_B","0h",1,"high",1,0.0984206660563177
"ENSG60587","Gene_F","protein_coding","4","-",44382,123.802000274159,3.96636532854384,0.00778809473849833,"treatment_A","12h",3,"low",2,0.0894574145444066
"ENSG20698","Gene_F","protein_coding","18","-",8703,66.7600847961922,-3.95950181694741,0.0344913743436337,"treatment_A","24h",2,"high",1,0.0932331789079883
"ENSG65615","Gene_F","pseudogene","3","-",47086,53.7041374410028,2.14614777372592,0.00876102016773075,"treatment_B","48h",2,"medium",2,0.0894574145444066
"ENSG09723","Gene_F","protein_coding","20","+",21035,123.580118824194,0.426224431946551,0.0179532109294087,"treatment_B","12h",1,"low",3,0.0894574145444066
"ENSG34599","Gene_F","protein_coding","4","+",46836,84.410229833327,-2.45512039551209,0.0476059516193345,"treatment_A","24h",3,"high",3,0.0932331789079883
"ENSG04518","Gene_F","other","11","-",94662,63.7863922440539,0.390182773128446,0.0490192193770781,"treatment_A","24h",3,"high",3,0.0932331789079883
"ENSG62170","Gene_F","protein_coding","12","+",27349,2.34389336580024,0.436583307527978,0.0070658054901287,"treatment_A","12h",1,"low",1,0.0894574145444066
"ENSG81882","Gene_F","protein_coding","13","+",50310,38.1472300582049,-0.42837425946159,0.0553535246523097,"treatment_B","0h",3,"high",4,0.0947961173508139
"ENSG04695","Gene_F","other","18","+",45478,29.8488276984449,0.0657135756856447,0.0867939969757572,"treatment_B","0h",3,"medium",2,0.0984206660563177
"ENSG32102","Gene_F","miRNA","11","-",43431,55.3619487749237,2.48895430426053,0.0340653363149613,"treatment_B","12h",1,"medium",4,0.0932331789079883
"ENSG78889","Gene_F","protein_coding","8","-",40953,93.9622827960908,0.775790022621844,0.0433233969379216,"treatment_A","24h",3,"high",2,0.0932331789079883
"ENSG81025","Gene_F","protein_coding","19","-",36149,33.1251099270174,-2.14681790789107,0.0282417762326077,"control","24h",3,"high",3,0.0919927564580054
"ENSG97142","Gene_F","lncRNA","16","+",54743,66.1406920182214,-1.6384692053231,0.00035427229013294,"treatment_B","24h",1,"high",3,0.0590453816888233
"ENSG74984","Gene_F","protein_coding","15","+",50880,178.657219480756,-4.40587655064014,0.0453484553610906,"control","24h",1,"high",2,0.0932331789079883
"ENSG92556","Gene_F","pseudogene","21","-",52536,70.5090251889681,1.2096350477876,0.0405754761770368,"control","12h",1,"high",3,0.0932331789079883
"ENSG53289","Gene_F","protein_coding","18","+",47439,47.9921353889576,-0.654841446518437,0.0730832124361768,"control","24h",2,"high",2,0.0984206660563177
"ENSG16436","Gene_F","protein_coding","20","+",95319,39.0702456597223,0.684985729557203,0.0583716763649136,"treatment_A","48h",3,"high",2,0.0951290236447345
"ENSG26691","Gene_F","protein_coding","5","+",10042,55.8864623221136,0.457261555615076,0.0955663540633395,"treatment_B","48h",2,"medium",1,0.0987403032295906
"ENSG53705","Gene_F","protein_coding","7","+",87033,122.844399047394,-1.30403451409141,0.0220279207220301,"control","12h",2,"high",3,0.0894574145444066
"ENSG42887","Gene_F","miRNA","18","-",79129,47.6833899842409,-0.19775107549381,0.0305049516959116,"treatment_B","24h",3,"high",1,0.0930011810057543
"ENSG30237","Gene_F","protein_coding","18","+",91613,65.323522341616,1.90822656717361,0.0102790618781,"treatment_A","0h",1,"high",1,0.0894574145444066
"ENSG66766","Gene_G","protein_coding","10","-",20640,107.179028461415,-0.892684161969373,0.0270845577353612,"treatment_A","48h",3,"medium",4,0.0915047455972473
"ENSG35556","Gene_G","protein_coding","5","-",94194,126.594523949399,0.614258768369309,0.0505196552025154,"treatment_B","0h",2,"high",1,0.0932331789079883
"ENSG32076","Gene_G","pseudogene","16","-",11023,34.7842667525583,0.0994400547852255,0.0199323421576992,"control","0h",1,"high",1,0.0894574145444066
"ENSG26715","Gene_G","protein_coding","11","-",84025,83.8082141227827,-4.31575801200099,0.0889502280391753,"control","12h",1,"high",2,0.0984206660563177
"ENSG18388","Gene_G","miRNA","9","+",42872,37.8281523149424,-2.72453424634966,0.0762970433803275,"treatment_A","48h",2,"high",3,0.0984206660563177
"ENSG82526","Gene_G","protein_coding","9","-",23484,45.2641765252219,-2.03882731130748,0.0315804918995127,"control","12h",3,"high",3,0.0930724616217263
"ENSG23977","Gene_G","lncRNA","1","+",4302,70.6776620396277,2.18305923555334,0.0669992510927841,"treatment_B","12h",1,"high",1,0.0977851173215514
"ENSG68616","Gene_G","protein_coding","18","+",45916,65.2590918102769,-1.62059466901794,0.0866567045683041,"treatment_B","12h",1,"medium",2,0.0984206660563177
"ENSG63481","Gene_G","other","6","-",88929,62.0335848653107,-0.978991980985099,0.0539706426206976,"treatment_B","48h",1,"medium",3,0.0947591579957962
"ENSG31315","Gene_G","protein_coding","2","-",43653,45.3017049654422,1.63027867996494,0.0919423390412703,"treatment_B","24h",3,"high",2,0.0984206660563177
"ENSG43755","Gene_G","protein_coding","13","+",19895,82.6396358147268,0.916103935785048,0.0981111956993118,"control","12h",3,"high",2,0.0991022178780927
"ENSG45555","Gene_G","miRNA","11","+",98728,7.48659870301937,-1.40901923415378,0.0103103776695207,"treatment_A","12h",1,"high",1,0.0894574145444066
"ENSG57943","Gene_G","protein_coding","5","-",78355,41.3005786232854,-4.94833286858062,0.0376904819626361,"treatment_A","24h",3,"high",1,0.0932331789079883
"ENSG74659","Gene_G","protein_coding","Y","+",19973,105.360634191558,1.64961069110274,0.0806648833444342,"control","0h",2,"high",3,0.0984206660563177
"ENSG73799","Gene_G","lncRNA","20","-",52781,36.6082619287879,-5.42787472904354,0.0219887144863606,"treatment_A","24h",3,"high",4,0.0894574145444066
"ENSG20400","Gene_G","protein_coding","3","-",59644,73.1370800030527,1.60142779552062,0.0457005559233949,"treatment_B","0h",1,"medium",1,0.0932331789079883
"ENSG04972","Gene_G","other","5","+",52072,26.6027108232802,0.194218186795384,0.0207275477237999,"control","24h",3,"high",2,0.0894574145444066
"ENSG69045","Gene_G","protein_coding","8","+",75750,26.0058534702243,0.367953575533073,0.0597066726535559,"treatment_A","48h",2,"high",3,0.0952259531954639
"ENSG37492","Gene_G","miRNA","3","-",23604,45.6835734983381,0.0778529860418762,0.0328555171610788,"control","24h",2,"high",2,0.0932331789079883
"ENSG06373","Gene_G","miRNA","14","-",99150,60.218549602272,1.57764377145617,0.0960387131432071,"treatment_A","0h",1,"medium",2,0.0988052604353983
"ENSG73396","Gene_G","protein_coding","14","-",96171,45.6922747341398,4.69793030325078,0.0321443314431235,"treatment_A","24h",2,"high",4,0.0932331789079883
"ENSG82756","Gene_G","miRNA","15","-",43881,52.7230656694311,0.740595149787261,0.0836579102789983,"treatment_A","24h",1,"high",3,0.0984206660563177
"ENSG00602","Gene_G","protein_coding","15","-",8816,121.332503617808,3.53872508694848,0.0120102666551247,"treatment_A","0h",2,"high",4,0.0894574145444066
"ENSG74059","Gene_G","protein_coding","17","+",23064,68.6211182946142,2.0109511691628,0.0314740622416139,"treatment_A","0h",2,"high",2,0.0930724616217263
"ENSG47606","Gene_G","miRNA","3","-",48912,48.2303115485743,-0.362139921789272,0.0534477268811315,"treatment_A","48h",3,"high",2,0.0947591579957962
"ENSG28577","Gene_G","protein_coding","18","-",12015,72.1396988326676,-1.5671660192787,0.00666995423380286,"control","24h",3,"high",2,0.0894574145444066
"ENSG07877","Gene_G","protein_coding","5","+",73719,80.8947761584645,0.274145200970928,0.0273538789711893,"control","12h",2,"high",2,0.0915047455972473
"ENSG58263","Gene_G","protein_coding","13","+",12055,93.6307224548397,2.63524154350292,0.064174009882845,"treatment_B","24h",2,"high",3,0.0964010695090613
"ENSG02777","Gene_G","miRNA","2","-",48126,37.0647199407326,-0.69471035898393,0.0583993359236047,"treatment_A","12h",2,"high",2,0.0951290236447345
"ENSG30712","Gene_G","other","14","-",85201,64.4479831313809,-0.0679754168054935,0.0701102014165372,"treatment_A","24h",3,"medium",1,0.0984206660563177
"ENSG17749","Gene_G","protein_coding","18","+",24342,51.7010366032007,-1.13600856821818,0.041760421381332,"treatment_A","0h",2,"medium",2,0.0932331789079883
"ENSG07488","Gene_G","protein_coding","6","-",55789,79.532246802448,-0.85211640668297,0.0887544856639579,"treatment_B","12h",2,"low",1,0.0984206660563177
"ENSG76662","Gene_G","protein_coding","6","-",91399,96.7743529643555,-1.5537417074071,0.0415643511107191,"treatment_B","0h",2,"high",3,0.0932331789079883
"ENSG45430","Gene_G","protein_coding","16","+",32241,41.3706815023282,-1.32244093437025,0.0923555108485744,"treatment_A","12h",3,"high",3,0.0984206660563177
"ENSG09739","Gene_G","protein_coding","1","-",42797,83.5302976363544,0.657019559160526,0.0738626836333424,"treatment_A","48h",2,"high",1,0.0984206660563177
"ENSG61775","Gene_G","protein_coding","3","-",94563,86.0540247366169,-3.93384584484186,0.0585295203141868,"treatment_B","48h",1,"high",4,0.0951290236447345
"ENSG19512","Gene_G","miRNA","X","-",16149,46.0089527175581,4.14139871787608,0.0666471112519503,"treatment_A","24h",1,"high",3,0.0977460602216444
"ENSG80143","Gene_G","protein_coding","X","+",23270,60.6773265835446,0.141294156259176,0.0566532524535432,"treatment_A","12h",3,"high",3,0.094830177466173
"ENSG49588","Gene_G","protein_coding","19","+",75701,53.7375023236144,1.19555254200483,0.0310229988303036,"treatment_A","24h",3,"high",4,0.0930724616217263
"ENSG49753","Gene_G","protein_coding","12","+",60544,112.19375249343,0.855041621404619,0.0670293565606698,"control","0h",2,"high",4,0.0977851173215514
"ENSG90499","Gene_G","protein_coding","18","-",40091,38.0605107736006,0.947398060531478,0.0888874433003366,"treatment_A","0h",3,"medium",2,0.0984206660563177
"ENSG52292","Gene_G","protein_coding","4","-",17874,90.7330941802708,0.718663384308656,0.0860694810049608,"control","0h",3,"high",1,0.0984206660563177
"ENSG38245","Gene_G","protein_coding","21","-",95647,71.354392593477,2.64098819080312,0.0187958361348137,"treatment_B","24h",3,"high",2,0.0894574145444066
"ENSG99046","Gene_G","lncRNA","14","+",30220,25.8558493426596,-1.28579533075049,0.0566474325256422,"control","12h",3,"high",3,0.094830177466173
"ENSG04682","Gene_G","protein_coding","17","-",71534,49.1589451511529,3.91467485019029,0.056281154579483,"treatment_B","0h",2,"high",2,0.094830177466173
"ENSG68957","Gene_G","protein_coding","11","+",36089,46.8889716105836,0.45523894503081,0.0348618619842455,"control","24h",1,"high",3,0.0932331789079883
"ENSG37765","Gene_G","protein_coding","14","+",60366,88.5445586985778,-0.842663218547069,0.00372193437069654,"treatment_A","0h",3,"high",4,0.0894574145444066
"ENSG34827","Gene_G","other","8","+",5615,44.482641521675,2.72455732995995,0.0145899855997413,"treatment_A","24h",3,"low",3,0.0894574145444066
"ENSG86479","Gene_G","protein_coding","10","+",48945,111.157191078876,0.393229923887563,0.0891254094894975,"treatment_A","24h",3,"low",3,0.0984206660563177
"ENSG02748","Gene_G","protein_coding","14","+",51025,74.5120437764105,-2.16431022837671,0.0505441092420369,"treatment_A","0h",2,"high",2,0.0932331789079883
"ENSG56138","Gene_H","protein_coding","19","+",93852,59.7812318274864,-5.0869955902666,0.0802837612805888,"treatment_B","48h",1,"high",3,0.0984206660563177
"ENSG44859","Gene_H","protein_coding","21","-",48616,58.8206610939197,-0.100837671360163,0.0493905596202239,"control","0h",3,"low",4,0.0932331789079883
"ENSG51442","Gene_H","protein_coding","Y","-",6151,48.6209208961603,1.95879000500789,0.0832970011979342,"treatment_B","12h",2,"high",1,0.0984206660563177
"ENSG78912","Gene_H","protein_coding","10","-",39330,73.1462994063353,-2.28573990397165,0.0500167048536241,"control","48h",1,"medium",1,0.0932331789079883
"ENSG75936","Gene_H","lncRNA","19","+",1057,33.1976430370123,-5.17165668026815,0.0638264541979879,"treatment_B","48h",2,"high",4,0.0964010695090613
"ENSG57223","Gene_H","protein_coding","15","-",41796,73.390957393617,1.98447379609503,0.0346730361925438,"treatment_A","12h",3,"low",4,0.0932331789079883
"ENSG67089","Gene_H","protein_coding","17","-",62956,87.286463688409,-0.92390327315399,0.0260786503087729,"treatment_A","0h",2,"high",3,0.0915047455972473
"ENSG97664","Gene_H","lncRNA","17","-",62503,14.1632962647363,-3.18497251347005,0.0277259379159659,"treatment_A","48h",1,"high",3,0.0915047455972473
"ENSG27365","Gene_H","protein_coding","2","+",1256,61.8044446141321,-0.024105246948934,0.080263426923193,"treatment_B","24h",2,"high",4,0.0984206660563177
"ENSG76141","Gene_H","miRNA","8","+",47116,56.2208700592932,-1.27988553164761,0.0822769917314872,"treatment_B","24h",1,"high",2,0.0984206660563177
"ENSG87938","Gene_H","protein_coding","3","-",24807,74.1261200111593,-1.14273580645899,0.0476318710483611,"treatment_A","48h",3,"high",2,0.0932331789079883
